document,page,section,text,source_file
Student Handbook August 2026,88,,"as well as informal recreational activities that may not be part of a structured program but still fall under the university's purview. Whether you are engaging in a competitive sport, participating in a fitness class, or simply enjoying a casual game or exercise session on campus, this policy is designed to ensure a safe, inclusive, and well-regulated environment for all involved. It underscores the university's commitment to fostering a vibrant and active community through diverse and accessible athletic and recreational opportunities. Sports Programs and Activities: 3.1 Intramural Sports: භ Overview: At VU, our intra-sports tournaments have consistently provided memorable experiences for all participants. Alongside our flagship events like the Vidyashilp Premier League, a cricket tournament having multiple teams with students, faculties and staff from the campus which included a mandatory faculty/staff and a female player in the playing XI. This was also extended to Vidyashilp Academy and the Century Real Estate Group, The success of these events not only showcased the competitive spirit but also highlighted the strong sense of sportsmanship among all participants, making each tournament an unforgettable occasion. භ Sports Offered: The sports which have been offered to the students are Football/Futsal, Basketball, Volleyball, Cricket, Badminton, Swimming, Tennis, Table Tennis, Frisbee, Billiards, Carrom board and various board games Swimming. 3.2 Intercollegiate Sports x Overview: We offer a variety of team and individual sports options tailored to our students' interests, ensuring they receive proper training and skill development. Selection for these sports will follow a process established by the Director of Campus Life. For example, we have conducted a Brotherhood Cricket Tournament, an intercollegiate friendly match played with a leather ball in collaboration with Vidyashilp Academy. This event was a significant addition to our sporting calendar, fostering a spirit of camaraderie and sportsmanship among the participating colleges. The tournament was not just an opportunity for friendly competition but also served as an important selection process for our cricket team. 3.3 Recreational Activities: We provide an array of recreational pursuits, encompassing activities like yoga, aerobics, various dance forms, and more, thereby affording students the opportunity to delve into diverse interests. Due to the current lack of comprehensive facilities at our founding campus, Vidyashilp Academy, these recreational activities are conducted on- site. Students, faculty, and staff are offered the flexibility to choose a specific day from the timetable for their participation, ensuring convenient access to these enriching experiences. 80",Student_Handbook_August_2026.pdf
Student Handbook August 2026,89,," Facilities භ Sports Complex: The campus prides itself on its extensive repertoire of sports facilities, which encompass both indoor and outdoor spaces. Among these are meticulously maintained basketball courts, futsal arenas, and volleyball courts, each designed to cater to a diverse array of sporting interests and preferences. These facilities serve as more than mere venues for physical activity; they foster a vibrant culture of athletic engagement and personal development within the campus community. By providing ample opportunities for students to participate in sports and recreation, the campus endeavors to promote holistic well-being and a balanced lifestyle among its members. We are currently using Vidyashilp Academy's state-of-the-art sports facilities for student training. Initially, we began training at the Dravid Padukone Academy, our Center of Excellence, while the Vidyashilp Academy facilities were under construction. Starting in January 2024, we have been utilizing Vidyashilp Academy for all sports training, practice, and selection trials. Code of Conduct: භ Sportsmanship: In the realm of sportsmanship, participants are entrusted with the responsibility of embodying a comprehensive set of values that extend beyond mere competition. Central to this ethos is the unwavering commitment to respect, fairness, and integrity in every facet of engagement. Respect entails not only acknowledging the abilities and efforts of opponents but also embracing diversity and inclusivity within the sporting community. Fairness demands equitable treatment, where adherence to rules and regulations ensures a level playing field for all involved. භ Safety: It is of utmost importance that all individuals within the specified environment prioritize and strictly adhere to established safety protocols and guidelines, while also ensuring meticulous attention to the correct and proper usage of equipment, as this plays an indispensable role in safeguarding against potential hazards and ensuring the well-being and security of everyone involved. භ Inclusivity: Fostering an inclusive environment that actively encourages and welcomes participation from individuals of diverse skill levels, genders, and backgrounds is essential. By embracing inclusivity, we not only create a space where everyone feels valued and respected but also harness the collective strengths and perspectives of a diverse group. භ Disciplinary Actions: The involvement of a disciplinary committee means that instances of misconduct can lead to serious consequences, such as suspension or expulsion from participation in activities. Support and Development භ Financial Support: Subsidies for travel, equipment, and competition fees. 81",Student_Handbook_August_2026.pdf
Student Handbook August 2026,90,,"Health and Safety භ Medical Support: On-site medical facilities and personnel available during sports events. භ Injury Management: Clear protocols for the prevention and management of injuries. භ Mental Health: Access to mental health support services for athletes.  8. Contact Information භ Sports Office: B3-03, 3rd floor B-Block, Vidyashilp University, Bangalore-562110. Conclusion Vidyashilp University is dedicated to fostering an inclusive and dynamic sports culture that enhances the physical, mental, and social well-being of its community. This policy outlines our commitment to providing ample opportunities, resources, and facilities for everyone to engage in sports and physical activities. 82",Student_Handbook_August_2026.pdf
Student Handbook August 2026,91,,/ŵƉŽƌƚĂŶƚŽŶƚĂĐƚEƵŵďĞƌƐ 1 Director - Campus Life 9823385284 2 Finance Officer In-Charge 8792915048 3 Deputy Registrar (Examination & 7204176753 Evaluation) 4 Assistant Registrar (Academic) 8792489795 5 Associate Director – Residential Life & 9845143102 Co-ordinating Officer 6 Coordinator – Administration & Facilities 8951184991 7 Student Activities Co-ordinator 8105058750 83,Student_Handbook_August_2026.pdf
Student Handbook August 2026,92,,"Vidyashilp University Founding Campus #125, Bettenahalli Kundana Hobli, Chapparkallu Road, Bengaluru – 562110 T: +91 80696 30500 | E: admission@vidyashilp.edu.in | www.vidyashilp.edu.in",Student_Handbook_August_2026.pdf
SOP Student 17-08-2026,1,Registration,"STANDARD OPERATING PROCEDURE - STUDENTS • Eligibility Criteria Students with pending fees or incomplete documentation are not eligible for course registration, and attendance will not be recorded until the registration is fully completed. • Course Registration on Digii Course registration will be available on the Digii portal for eligible students only. Students must select their courses, verify credits, and submit the registration form online. Students will not be allowed to attend classes without completing the course registration. • Faculty Advisor [Mentor] Students are advised to consult their Faculty Advisor [Mentor] to understand and seek clarity on selection of course(s), credits, etc., prior to course registration. • Registration Card Submission After online registration, students must collect the hard copy of the Registration Card from the Concern Department, get it signed by the Faculty Advisor [Mentor] and Program Chair, and return the signed copy to the Course Registration Card to the 1. Course concern department. Registration • Cohort & Attendance Details Students can check their cohort details on the Digii portal after course registration. Daily attendance status for each course will also be available on Digii. No attendance will be granted for any missed classes due to late registration. • Course Registration Deadline The maximum permissible period for late registration shall not be more than one (01) calendar week counted from the specified date of Registration announced by the University. No extensions will be granted. • Late Registration No late registration shall be permitted. However, considering medical exigencies, specifically hospitalization, trauma or contagious disease only, and participation in any competitions/events a student may be permitted for late registration with prior approval from the concerned Program Chair/Dean of concerned School. The maximum period permissible for late registration due to medical shall not be more Page 1 of 6",SOP_STUDENT_17082026_FINAL.pdf
SOP Student 17-08-2026,2,Registration,"than two (02) calendar weeks counted from the specified date of Registration announced by the University. • Course Add/Drop Students may add or drop Courses after consulting the concerned Faculty Advisor [Mentor] and submit a request for add or drop to the concerned Program Chair/Dean of Schools within two weeks of the commencement of the classes as notified in the Academic Calendar or notifications issued by the University to this effect. • Audit Course Registration A student who desires to register to Audit a Course shall consult their Faculty Advisor (Mentor) and seek approval of the concerned Course Instructor. Registration to Audit a Course shall be permitted after approval by the concerned Program Chair. The student does not earn credits for Audited Course. • Course wise attendance can be checked on Digii Portal on a daily basis. Attendance report will be shared with the parents and students twice per semester by the Office of the Registrar. • For any concern regarding the attendance, student to contact the respective faculty members. •For the End-Term Examination, the attendance recorded on Digii will be considered as FINAL. • To appear for end semester examination, the attendance 2. Student requirement shall be a minimum of seventy five percent (75%) of Attendance the classes actually conducted in every Course the student has registered for in the Academic Term. • Further, (a) if a student / family member suffers serious medical exigencies of hospitalization, trauma or contagious disease only (for the student / family member[s]) the concerned student may submit the leave request together with the documents to the Faculty Advisor for recommendation to the Program Chair. The approved / signed medical applications along with specified documents to be submitted by the student on the day of rejoining to the concern department and raise a medical leave request on Digii portal by uploading all the documents. Failing which leave on medical grounds will not be accepted. The medical certificate will be considered only for the entire day not for specific class/ hours. • (b) if a student represents the State / National / International Events / Competitions, the concerned student may submit the Page 2 of 6",SOP_STUDENT_17082026_FINAL.pdf
SOP Student 17-08-2026,3,Academic Regulations,"letter to the Director, Campus Life and Faculty Advisor for recommendation to the Program Chair. • Such students (a & b) will be given relaxation in attendance requirement (in the Course(s) where there is a shortage) for the concerned period of absence. However, the minimum requirement of attendance will be sixty five percent (65%) of the classes actually conducted in every Course the student has registered for in the Academic Term. • The student shall not be eligible for this special provision if she/he fails to produce authentic certificates and relevant documents, including fitness certificate (in the case of Medical), on the day of rejoining the classes. • Student may seek transfer from one Program to another Program before the commencement of the registration for the Second Year with the due approval of the existing and the new Program Chair, subject to the eligibility criteria and provisions of the academic regulations. • Student to submit request letter signed by parents to the existing 3. Change of Program Chair and after obtaining the signature, the same letter Program to be submitted to the Office of the Registrar for further process. • The “Credit Transfer Equivalence Committee” shall review the application of the student for Program change and transfer of credits. This committee shall submit its recommendations to the office of the Registrar for approval. • On no account a transfer from one Program to another will be allowed beyond the stipulated period. • The Summer Term is an additional Academic Term that may be offered during the summer break June-July. • A limited number of Courses may be offered in the Summer Term. A student cannot demand for a specific Course to be offered. 4. Summer Term • A student may re-register for the Course(s) if offered, by paying Registration the prescribed fees and completing the course registration process on or before the last date for Registration as specified in the Academic Calendar. No late registration shall be permitted. • The Attendance requirement as per Academic Regulation shall be applicable to all students registering for Course(s) in the Summer Term. 5. University • The student shall remit the Annual University Fee as prescribed Annual Fee by the University for the concerned Program of study and clear Page 3 of 6",SOP_STUDENT_17082026_FINAL.pdf
SOP Student 17-08-2026,4,Registration,"any other dues, to get eligible for Course registration every semester. • Students with outstanding fees will not be permitted to appear for the semester-end examination. • Digii is a comprehensive software platform designed to streamline and manage various academic functions within the institution. • Students will be provided with a Digii User ID and Password. to log in to Digii Portal. • Student to update the personal and academic details to complete 6. Digii Account the admission process. • Once logged in, students will have access to a wide range of academic services, including: Course Registration, Cohort and Batch Details, Attendance Records, Bonafide Certificate Requests, Examination Details, Medical Leave …. • For any issues related to Digii, students should contact the Office of the Registrar for assistance. Educational Loan: • The student must email to the Accounts Department requesting for the fee structure. The Office of the Registrar must be kept in the email loop. • Simultaneously, the student must raise a Bonafide Certificate request through Digii – Campus Help Centre, clearly mentioning the reason (required for an educational loan). Internship: • The student must email the Program Chair requesting approval for the internship. The email should include all relevant details, 7. Bonafide such as: (Company Name, Internship Duration, Start Date, End Certificate Date, Any other relevant internship details) • The Office of the Registrar must be kept in the email loop. Simultaneously, the student must raise a Bonafide Certificate request through Digii – Campus Help Centre, clearly mentioning the reason (required for an internship). Scholarship / Passport • The student must raise a Bonafide Certificate request through Digii – Campus Help Centre clearly mentioning the reason The Bonafide Certificate will be issued on Digii within 24 hours of submitting the request. Page 4 of 6",SOP_STUDENT_17082026_FINAL.pdf
SOP Student 17-08-2026,5,Grievance,"• Students seeking support or information regarding scholarships 8. Scholarship shall contact the Office of the Registrar. • Students can submit their grievances online. • Send your grievance to studentgrievance@vidyashilp.edu.in Email 9. Grievance ID only. • Submit through the official grievance form by clicking the link below: https://vidyashilp.edu.in/Student_Grievance/ To ensure a seamless university experience, all students are required to adhere to the following guidelines: • Students must wear the ID Card compulsory at all times while on campus. • Safety of equipment in the classroom: Utilize upgraded classroom / lab facilities such as Interactive Display Panels (IDP), chairs, and tables responsibly. Damages caused by intentional or negligent behaviour will have consequences. • Exercise mindfulness during meals: Eat in designated spaces, especially in the cafeteria. Avoid eating in classrooms / Lab to 10. General maintain a conducive learning environment. • Use of internet services: University wi-fi is exclusively for academic use. Using wi-fi other than academic purpose and video streaming are prohibited. Violations will be viewed seriously. • Maintain campus cleanliness: Do not litter. CCTV cameras monitor for compliance and violations will result in consequences. • Respect shared spaces: Sofas at reception are for guests. Use alternative seating in the lawn or cafeteria. • Infirmary usage: Visit the infirmary if you are unwell. • Vehicle access limitations: Vehicles are strictly not permitted to drive beyond the designated parking point. Exceptions are made only for emergencies (medical issues or disability). 11. Vehicle and Parking • Speed limit enforcement: Vehicle speed within the campus is Guidelines limited to 20 kmph to ensure safety for all. • Triple riding prohibition: Triple riding on two-wheelers is strictly not allowed. Page 5 of 6",SOP_STUDENT_17082026_FINAL.pdf
SOP Student 17-08-2026,6,,"• Wearing a helmet is mandatory for two-wheeler riders. • Reception access: Only vehicles driven by parents / guardians or authorized drivers may drive till the reception. • Carpool/bike pool protocol: Vehicles used for student carpooling or bike pooling must stop at the parking point. Students must walk from there; vehicles are not permitted to drop off students at Reception and then park. • Parking restrictions: Vehicles are not allowed to park at Reception or in front of the Design Studio. Parking is permitted only in the designated parking areas. • Students are advised to regularly check their emails inbox for important University communication / circular from registrar.office@vidyashilp.edu.in or concern departments. Timely responses and attention to these communications are essential to avoid missing important information. • Your cooperation ensures a safe, respectful, and productive campus environment for all. Page 6 of 6",SOP_STUDENT_17082026_FINAL.pdf
